lead_organisation_clean,n_projects,total_funding,mean_funding,median_funding,funding_share_%,total_funding_million,cumulative_share_%,rank
INDIGO MULTIMEDIA LIMITED,1,29543.0,29543.0,29543.0,0.002872583390484224,0.029543,99.83836309788545,751
STEELCASE LIMITED,1,29381.0,29381.0,29381.0,0.0028568314861665027,0.029381,99.84121992937162,752
THE ALLIANCE FOR SUSTAINABLE BUILDING PRODUCTS LIMITED,1,29339.0,29339.0,29339.0,0.0028527476591211675,0.029339,99.84407267703074,753
"UNIVERSITY OF THE ARTS, LONDON",1,29073.0,29073.0,29073.0,0.002826883421167378,0.029073,99.8468995604519,754
ATHLETIC EDGE CREATIVE LTD,1,28790.0,28790.0,28790.0,0.0027993662056000003,0.02879,99.8496989266575,755
BRIGHTON FRINGE OPERATIONS LTD,1,28062.0,28062.0,28062.0,0.002728579870147524,0.028062,99.85242750652765,756
OWENS POULTRY,1,27213.0,27213.0,27213.0,0.002646028223445391,0.027213,99.8550735347511,757
RE-TEK (UK) LIMITED,1,26614.0,26614.0,26614.0,0.0025877850710607298,0.026614,99.85766131982216,758
ROYAL COLLEGE OF ART (THE),1,26300.0,26300.0,26300.0,0.0025572536021979857,0.0263,99.86021857342435,759
LIGHT TRACE PHOTONICS LTD,1,25138.0,25138.0,25138.0,0.002444267720610379,0.025138,99.86266284114495,760
IMPACT OF WE CIC,1,25000.0,25000.0,25000.0,0.0024308494317471347,0.025,99.8650936905767,761
BELLACET LTD,1,25000.0,25000.0,25000.0,0.0024308494317471347,0.025,99.86752454000845,762
ALGA (SEAWEED) LIMITED,1,25000.0,25000.0,25000.0,0.0024308494317471347,0.025,99.8699553894402,763
INTELLICREATE LIMITED,1,25000.0,25000.0,25000.0,0.0024308494317471347,0.025,99.87238623887194,764
PANT-DU CYF,1,25000.0,25000.0,25000.0,0.0024308494317471347,0.025,99.87481708830369,765
NEUVIOR PHARMACEUTICALS LTD,1,25000.0,25000.0,25000.0,0.0024308494317471347,0.025,99.87724793773543,766
AGRICYCLE INNOVATION LTD,1,25000.0,25000.0,25000.0,0.0024308494317471347,0.025,99.87967878716718,767
SANDWARE LTD,1,25000.0,25000.0,25000.0,0.0024308494317471347,0.025,99.88210963659893,768
EMISSIV LTD,1,24999.0,24999.0,24999.0,0.002430752197769865,0.024999,99.8845403887967,769
COMPOSITE DESIGNERS LTD,1,24999.0,24999.0,24999.0,0.002430752197769865,0.024999,99.88697114099446,770
NATURE PROTECTS LIMITED,1,24998.0,24998.0,24998.0,0.002430654963792595,0.024998,99.88940179595825,771
HUBL LIMITED,1,24997.0,24997.0,24997.0,0.002430557729815325,0.024997,99.89183235368806,772
HUID LTD,1,24984.0,24984.0,24984.0,0.0024292936881108165,0.024984,99.89426164737617,773
HYDROGEN HYBRID ELECTRIC PROPULSION SYSTEMS LIMITED,1,24981.0,24981.0,24981.0,0.002429001986179007,0.024981,99.89669064936234,774
DITTOKI LIMITED,1,24975.0,24975.0,24975.0,0.0024284185823153876,0.024975,99.89911906794465,775
RE-WORKED LIMITED,1,24971.0,24971.0,24971.0,0.002428029646406308,0.024971,99.90154709759106,776
SARA + SARAH SMART TEXTILE DESIGN LLP,1,24957.0,24957.0,24957.0,0.0024266683707245295,0.024957,99.9039737659618,777
LAST TECHNOLOGY LIMITED,1,24951.0,24951.0,24951.0,0.00242608496686091,0.024951,99.90639985092865,778
RISE ADVANCED MATERIALS LIMITED,1,24940.0,24940.0,24940.0,0.0024250153931109414,0.02494,99.90882486632177,779
TOYOTA(G.B.) PLC,1,24900.0,24900.0,24900.0,0.002421126034020146,0.0249,99.91124599235579,780
SEA2CARBON LTD,1,24884.0,24884.0,24884.0,0.0024195702903838283,0.024884,99.91366556264617,781
PATHFINDER BIO LTD,1,24850.0,24850.0,24850.0,0.002416264335156652,0.02485,99.91608182698133,782
HYDROSURV UNMANNED SURVEY (UK) LTD,1,24841.0,24841.0,24841.0,0.0024153892293612227,0.024841,99.91849721621068,783
PLANT FIBRE TECHNOLOGY LTD,1,24825.0,24825.0,24825.0,0.002413833485724905,0.024825,99.9209110496964,784
RE-CONSIDERED LTD,1,24759.0,24759.0,24759.0,0.0024074160432250922,0.024759,99.92331846573963,785
HAYDALE LIMITED,1,24750.0,24750.0,24750.0,0.0024065409374296634,0.02475,99.92572500667706,786
C4 CARBIDES LIMITED,1,24750.0,24750.0,24750.0,0.0024065409374296634,0.02475,99.92813154761448,787
H-DEUX LTD,1,24638.0,24638.0,24638.0,0.002395650731975436,0.024638,99.93052719834645,788
LAUNDRE HOLDINGS LTD,1,24518.0,24518.0,24518.0,0.00238398265470305,0.024518,99.93291118100116,789
MYBUMPERS LIMITED,1,24494.0,24494.0,24494.0,0.0023816490392485727,0.024494,99.93529283004041,790
UAVTEK LIMITED,1,24372.0,24372.0,24372.0,0.002369786494021647,0.024372,99.93766261653442,791
INDUSTRIAL VALVE MACHINING SERVICES LTD,1,24247.0,24247.0,24247.0,0.002357632246862911,0.024247,99.9400202487813,792
NARU STUDIOS LTD,1,24240.0,24240.0,24240.0,0.002356951609022022,0.02424,99.94237720039031,793
Royal Central School of Speech and Drama,1,23905.0,23905.0,23905.0,0.0023243782266366103,0.023905,99.94470157861694,794
PAPER FOUNDATION,1,23362.0,23362.0,23362.0,0.0022715801769790625,0.023362,99.94697315879392,795
COMMERCIAL LIMITED,1,23330.0,23330.0,23330.0,0.002268468689706426,0.02333,99.94924162748363,796
NEWCAT CO LIMITED,1,23198.0,23198.0,23198.0,0.002255633804706801,0.023198,99.95149726128834,797
DAY GROUP LIMITED,1,23000.0,23000.0,23000.0,0.0022363814772073643,0.023,99.95373364276554,798
AVANZE DYNAMICS LIMITED,1,22982.0,22982.0,22982.0,0.002234631265616506,0.022982,99.95596827403116,799
DYSON TECHNOLOGY LIMITED,1,21450.0,21450.0,21450.0,0.0020856688124390415,0.02145,99.9580539428436,800
FIELDGATE ASSOCIATES LIMITED,1,21213.0,21213.0,21213.0,0.0020626243598260785,0.021213,99.96011656720343,801
LASER CLADDING TECHNOLOGY LIMITED,1,21176.0,21176.0,21176.0,0.002059026702667093,0.021176,99.9621755939061,802
MADE IN FOLKESTONE LIMITED,1,21054.0,21054.0,21054.0,0.002047164157440167,0.021054,99.96422275806354,803
FESTIVAL REPUBLIC LIMITED,1,20881.0,20881.0,20881.0,0.0020303426793724768,0.020881,99.96625310074292,804
ECOREM TECH LIMITED,1,20790.0,20790.0,20790.0,0.0020214943874409174,0.02079,99.96827459513035,805
CHIMERA ENERGY LTD,1,20731.0,20731.0,20731.0,0.002015757582781994,0.020731,99.97029035271314,806
GREEN LABS RESEARCH LIMITED,1,20702.0,20702.0,20702.0,0.0020129377974411676,0.020702,99.97230329051058,807
VECTOR LABS LIMITED,1,20477.0,20477.0,20477.0,0.0019910601525554433,0.020477,99.97429435066314,808
HYVEGEO LTD,1,18253.0,18253.0,18253.0,0.001774811787107218,0.018253,99.97606916245024,809
DISTRICT EATING LTD,1,16611.0,16611.0,16611.0,0.0016151535964300662,0.016611,99.97768431604668,810
TERA MIRA LTD,1,16372.0,16372.0,16372.0,0.0015919146758625637,0.016372,99.97927623072253,811
C-TECH INNOVATION LIMITED,1,15862.0,15862.0,15862.0,0.001542325347454922,0.015862,99.98081855606999,812
Phyona Ltd,1,15857.0,15857.0,15857.0,0.0015418391775685726,0.015857,99.98236039524755,813
University of Brighton,1,15659.0,15659.0,15659.0,0.0015225868500691353,0.015659,99.98388298209763,814
CONSTITUENT GROUP LTD,1,15000.0,15000.0,15000.0,0.0014585096590482808,0.015,99.98534149175667,815
SATELLITE LABS LTD,1,15000.0,15000.0,15000.0,0.0014585096590482808,0.015,99.98680000141572,816
HERD ACOUSTICS LIMITED,1,15000.0,15000.0,15000.0,0.0014585096590482808,0.015,99.98825851107476,817
50 WAYS TO COOK,1,15000.0,15000.0,15000.0,0.0014585096590482808,0.015,99.9897170207338,818
FLUOROK LIMITED,1,14962.0,14962.0,14962.0,0.0014548147679120252,0.014962,99.99117183550172,819
SAMPSON SOLUTIONS LTD,1,12600.0,12600.0,12600.0,0.001225148113600556,0.0126,99.99239698361532,820
COMPOSITE BRAIDING LIMITED,1,10911.0,10911.0,10911.0,0.0010609199259917195,0.010911,99.99345790354131,821
University of Winchester,1,7282.0,7282.0,7282.0,0.0007080578224793055,0.007282,99.99416596136379,822
FAMOUS FOUR PRODUCTS LIMITED,1,5000.0,5000.0,5000.0,0.00048616988634942696,0.005,99.99465213125013,823
QUINN TECHNOLOGY LIMITED,1,5000.0,5000.0,5000.0,0.00048616988634942696,0.005,99.99513830113648,824
THE PLASTIC ECONOMY LTD,1,5000.0,5000.0,5000.0,0.00048616988634942696,0.005,99.99562447102282,825
LAVERY PENNELL LTD,1,5000.0,5000.0,5000.0,0.00048616988634942696,0.005,99.99611064090917,826
PUBLIC WORKS LIMITED,1,5000.0,5000.0,5000.0,0.00048616988634942696,0.005,99.99659681079551,827
FLOWSTONE INDUSTRIAL FLOORING LIMITED,1,5000.0,5000.0,5000.0,0.00048616988634942696,0.005,99.99708298068185,828
CLARK TECHNOLOGIES WALES LTD,1,5000.0,5000.0,5000.0,0.00048616988634942696,0.005,99.9975691505682,829
ITRI LIMITED,1,5000.0,5000.0,5000.0,0.00048616988634942696,0.005,99.99805532045454,830
NEW SUSTAINABLE BUILDING MODEL LIMITED,1,5000.0,5000.0,5000.0,0.00048616988634942696,0.005,99.99854149034088,831
ALPHACO LTD,1,5000.0,5000.0,5000.0,0.00048616988634942696,0.005,99.99902766022723,832
NORTH WEST RECYCLING LIMITED,1,5000.0,5000.0,5000.0,0.00048616988634942696,0.005,99.99951383011357,833
HBR MIDLANDS LIMITED,1,5000.0,5000.0,5000.0,0.00048616988634942696,0.005,99.99999999999991,834
